filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00000.wav,0.3499431970389887,0.13022463023662567,1784.4204464946638,2002.6501916232642,3806.4853160373937,0.08306639113293343,-113.5967421787754,121.55730196553871,-19.158824574192572,42.351028761460356,-6.376457093993789,18.61887471034815,-13.697910860170115,15.344630200831624,-12.285265747087779,10.980490823454828,-8.324323400509186,8.810668332085013,-3.6673674323082706,5.751690395008692,-5.162761370348356,0.7509466000625327,-1.691937255133863,-0.4099536931866388,-2.300208093109955,1.2199281312510961,blues
blues.00001.wav,0.34098316162800596,0.09591842442750931,1529.8353159300757,2038.617578969221,3548.8202074363876,0.056044256724071206,-207.5567959584134,124.00671718798907,8.930561658882072,35.8746844809312,2.9160377216746487,21.523724844956494,-8.554703081545176,23.358672450147157,-10.103616358929084,11.903743520041866,-5.560387184424064,5.376802045265042,-2.2391193276216512,4.216963081367921,-6.012273272105527,0.9361085469011244,-0.7165368469495237,0.29387517328195234,-0.2874306648121582,0.5315729228628573,blues
blues.00002.wav,0.363602838496103,0.17557303607463837,1552.4819582458867,1747.1659849613077,3040.514947755418,0.07630074799245357,-90.75439379120982,140.45990690263565,-29.109965287934813,31.689014398051967,-13.987036007373844,25.754761159219047,-13.649585904665592,11.629270996424347,-11.780588908636357,9.706442349681254,-13.12311144339877,5.789264864716308,-8.905224434030334,-1.083719989863439,-9.218358897037506,2.4558052297775754,-7.726901333051799,-1.8157238511277158,-3.433434271765646,-2.226821441030718,blues
blues.00003.wav,0.40477900205935147,0.14119118452072144,1070.1199533246042,1596.3339477626816,2185.028454098539,0.03330894446594427,-199.4311443622731,150.0992177925424,5.647594315988096,26.871927453199177,1.7544625735083497,14.238344231066362,-4.830882173320007,9.297965261251443,-0.7577411657573517,8.14901219072634,-3.196313537204914,6.087675942506244,-2.4764204886511507,-1.0738903951531724,-2.874777409116272,0.7809762925870135,-3.316932190869324,0.6379808733561015,-0.6196898234783055,-3.408233245472,blues
blues.00004.wav,0.3085901278168974,0.09156321734189987,1835.4946028033323,1748.3624480992842,3580.945013182082,0.1015001421004257,-160.2660312475091,126.19880035817376,-35.60544844761134,22.153301100991346,-32.48926973247686,10.864512127345405,-23.35792856972368,0.5031167364146415,-11.805831155065967,1.2068041059610581,-13.083820342148625,-2.806384648572617,-6.934122214222659,-7.558618518791335,-9.17355225116578,-4.512165860475425,-5.4535382440810105,-0.92416163649439,-4.4093325284903475,-11.703781255971851,blues
blues.00005.wav,0.30234642657347954,0.10346758365631104,1831.9423675966686,1729.4832411267007,3480.9372845818016,0.09403986975135449,-177.86904821442045,118.19691616077793,-17.550672641935268,30.75863455799999,-21.742746024838958,11.90380180486652,-20.734248574102413,3.180597271643196,-8.583483731605433,-0.936487501438834,-11.77627331038401,-2.4206146261137493,-9.339364687322172,-9.93932489233774,-3.909892093194323,-5.570624715427678,-1.839023211815163,-2.7784210893939982,-3.046866148739342,-8.115809021660661,blues
blues.00006.wav,0.2913080018602458,0.141795814037323,1459.0784827344282,1388.9133116502298,2795.6164286232583,0.07302790308146284,-190.1494699473497,130.29695102940653,-36.34413831086846,33.01305035920638,11.106935525152583,-0.615158306647949,-20.862009536616473,0.2700911238491451,-6.489759729485372,-5.517093200605551,-7.84032799160835,-3.1256783516769846,-6.593118171711411,-9.942267638901264,-6.537223946843331,-10.064754674700039,-10.912171231101219,-6.972478914911679,-3.4490333602413172,-6.495510607011718,blues
blues.00007.wav,0.30792101611863837,0.13178548216819763,1451.7541466600417,1577.369916630917,2955.348796076819,0.06143500266060371,-179.39544684232592,136.4592443182947,-26.656358930559175,39.98802679164439,5.289679318941769,10.924426906374086,-20.561889109447083,8.513764278793534,-11.356908197621307,-3.469077423708093,-8.41455436414068,-6.954826968424707,-3.544535424055757,-8.051242199794862,-8.959536715733194,-8.424337147616765,-10.558884909220223,-10.788158953621572,-4.6937485203498905,-8.638613351936616,blues
blues.00008.wav,0.409037127504873,0.1424380987882614,1719.2131626636947,2031.643883581744,3781.318801549197,0.06402757957623839,-121.36102354973461,122.51311584398766,-14.74212968601219,46.143444353661415,-8.165333684874648,20.17652622884248,-19.1724784245114,23.055616742537772,-11.830502524604467,21.177008825261446,-6.721190455458154,7.010944930167264,-12.7418330153247,5.06600486820184,-5.175477933017078,-1.4440245964766518,-7.037070159027244,2.6974511842612086,3.409808578735636,-2.6983528331802336,blues
blues.00009.wav,0.27400923057047744,0.08135201781988144,1817.5163862399386,1973.7390701415939,3944.451148443547,0.0792153184258901,-213.18080309588956,115.15279374838548,-11.716264408856677,39.029470220283855,-20.35275537664395,13.082403820453807,-9.17348096542766,9.01614794956253,-14.097913519808948,4.2781771388089265,-6.039593544130791,3.784770210521138,0.22566854741543824,-5.113638410106276,-0.4130633469271153,-1.184538343996453,-1.9207143079284508,-2.2937284688504196,2.891266392767572,-4.2332043242024335,blues
blues.00010.wav,0.30395448936942165,0.14293913543224335,1410.4690961427957,1512.6209828983215,2767.2749333337365,0.06298072271671827,-173.7075136867027,137.15639999555626,-23.766516694408597,26.989369791321145,-16.668420361369574,4.198449425639022,-12.566629365114618,5.834842541260563,-2.8817357118345375,-1.2086811836209426,-1.9657358608084847,1.8005347798198736,-2.98837441196169,-1.8693886820725176,-0.800155411039754,-3.0237824629946637,-0.44519606871112977,-1.9982281112765663,-0.7435988636496019,-4.9861124903581295,blues
blues.00011.wav,0.3671374700384856,0.06571295857429504,1353.2604615658554,1757.2309414323688,2882.224238251016,0.04395891785990712,-287.9149645638209,123.98006414519074,5.459753808794276,33.678088575289024,1.0919169771833626,14.704469971143732,-4.898551939615785,8.654900476646334,0.7840488655723149,6.570926677164255,-4.8786577888366836,-3.180865888213951,-5.556420329673007,-6.78962654029927,-2.6446395719062816,-2.9849269531104143,-3.385201490229366,-1.856390011975245,1.836150677367264,-4.897419816451059,blues
